Site,Part Number,Revenue_GBP,Units,Customer_Count,Internal_Revenue_GBP,External_Revenue_GBP,Internal_Units,External_Units,Internal_Customer_Count,External_Customer_Count,Onhand_Qty,Cost_Allocated_USD,Revenue_USD,Margin_USD
R401,RM83031E,12188.41,2.0,1,0.0,12188.41,0.0,2.0,0,1,0.0,13392.72,,
R401,ROUGH FEE,38760.0,8.0,1,0.0,38760.0,0.0,8.0,0,1,0.0,0.0,,
R401,RRE088143,1456.0,1.0,1,0.0,1456.0,0.0,1.0,0,1,0.0,0.0,,
R401,RT03620,323.09,4.0,1,0.0,323.09,0.0,4.0,0,1,9.0,0.0,,
R401,RT03627A,18.88,2.0,2,0.0,18.88,0.0,2.0,0,2,0.0,8.99,,
R401,RT03632,122.7,16.0,5,0.0,122.7,0.0,16.0,0,5,0.0,96.78,,
R401,RT03640,2311.16,2.0,1,0.0,2311.16,0.0,2.0,0,1,2.0,2311.16,,
R401,RT05511A,3605.25,3.0,1,0.0,3605.25,0.0,3.0,0,1,0.0,0.0,,
R401,RT05743B,467.05,50.0,6,0.0,467.05,0.0,50.0,0,6,0.0,324.78,,
R401,RT06039D,260.0,20.0,1,0.0,260.0,0.0,20.0,0,1,195.0,0.0,,
R401,RT06073,5934.06,63.0,7,0.0,5934.06,0.0,63.0,0,7,0.0,2533.79,,
R401,RT06085B/500,2338.0,1.0,1,0.0,2338.0,0.0,1.0,0,1,0.0,0.0,,
R401,RT07011D,33101.58,8.0,2,0.0,33101.58,0.0,8.0,0,2,6.0,0.0,,
R401,RT07011F,2587.35,1.0,1,0.0,2587.35,0.0,1.0,0,1,0.0,0.0,,
R401,RT11000,34500.0,1.0,1,0.0,34500.0,0.0,1.0,0,1,0.0,0.0,,
R401,RT12019B,221.24,5.0,4,0.0,221.24,0.0,5.0,0,4,0.0,109.05,,
R401,RT13020A/05,25000.0,1.0,1,0.0,25000.0,0.0,1.0,0,1,0.0,0.0,,
R401,RT13020B/01,25000.0,1.0,1,0.0,25000.0,0.0,1.0,0,1,0.0,0.0,,
R401,RT13041,0.0,2.0,1,0.0,0.0,0.0,2.0,0,1,0.0,0.0,,
R401,RT13044A,799.32,8.0,3,799.32,0.0,2.0,6.0,1,2,0.0,0.0,,
R401,RT13044D,0.0,4.0,1,0.0,0.0,0.0,4.0,0,1,0.0,0.0,,
R401,RT14003/01,107432.51,16.0,4,0.0,107432.51,0.0,16.0,0,4,1.0,9437.03,,
R401,RT14012B,94608.06,32.0,14,6989.49,87618.57,2.0,30.0,1,13,3.0,46408.37,,
R401,RT14013,3558.83,36.0,11,0.0,3558.83,0.0,36.0,0,11,0.0,699.81,,
R401,RT14015,317.52,4.0,1,0.0,317.52,0.0,4.0,0,1,0.0,0.0,,
R401,RT14016,597.52,8.0,1,0.0,597.52,0.0,8.0,0,1,0.0,0.0,,
R401,RT14090,4710.58,7.0,3,0.0,4710.58,0.0,7.0,0,3,0.0,0.0,,
R401,RT21000B/04,0.0,1.0,1,0.0,0.0,0.0,1.0,0,1,0.0,0.0,,
R401,RT21011N,11279.7,1.0,1,0.0,11279.7,0.0,1.0,0,1,3.0,0.0,,
R401,RT21012N,22559.4,2.0,1,0.0,22559.4,0.0,2.0,0,1,2.0,0.0,,
R401,RT21027A,1840.0,16.0,1,0.0,1840.0,0.0,16.0,0,1,0.0,0.0,,
R401,RT21030A,2364.4,8.0,1,0.0,2364.4,0.0,8.0,0,1,0.0,0.0,,
R401,RT21201E,150969.0,5.0,1,0.0,150969.0,0.0,5.0,0,1,0.0,0.0,,
R401,RT21213A,5319.6,2.0,2,0.0,5319.6,0.0,2.0,1,1,7.0,0.0,,
R401,RT22200L/01,40224.0,17.0,2,0.0,40224.0,0.0,17.0,0,2,0.0,0.0,,
R401,RT22200S/01,183800.9,125.0,2,0.0,183800.9,0.0,125.0,0,2,0.0,0.0,,
R401,RT22219J,9523.0,1618.0,8,0.0,9523.0,0.0,1618.0,0,8,0.0,41.7,,
R401,RT23101A,3976.0,2.0,1,0.0,3976.0,0.0,2.0,0,1,0.0,0.0,,
R401,RT23102A,5090.0,2.0,1,0.0,5090.0,0.0,2.0,0,1,0.0,0.0,,
R401,RT23105,4653.2,12.0,3,0.0,4653.2,0.0,12.0,0,3,0.0,0.0,,
R401,RT31013C,8579.63,1.0,1,0.0,8579.63,0.0,1.0,0,1,2.0,0.0,,
R401,RT31600A/04,0.0,1.0,1,0.0,0.0,1.0,0.0,1,0,0.0,0.0,,
R401,RT31611C,0.0,1.0,1,0.0,0.0,0.0,1.0,0,1,4.0,0.0,,
R401,RT31612A,672.7,1.0,1,0.0,672.7,0.0,1.0,0,1,0.0,0.0,,
R401,RT31615A/100,1877.65,3.0,3,1877.65,0.0,1.0,2.0,1,2,4.0,0.0,,
R401,RT31616/100,2359.97,6.0,3,555.05,1804.92,1.0,5.0,1,2,0.0,0.0,,
R401,RT31617,12034.0,1.0,1,0.0,12034.0,0.0,1.0,0,1,1.0,0.0,,
R401,RT31617A,13418.0,1.0,1,0.0,13418.0,0.0,1.0,0,1,0.0,0.0,,
R401,RT32600A/02,0.0,1.0,1,0.0,0.0,1.0,0.0,1,0,0.0,0.0,,
R401,RT32628,712.38,2.0,2,0.0,712.38,0.0,2.0,0,2,0.0,413.28,,
R401,RT33020B/04,137089.12,1.0,1,0.0,137089.12,0.0,1.0,0,1,0.0,0.0,,
R401,RT330604/02,0.0,1.0,1,0.0,0.0,1.0,0.0,1,0,0.0,0.0,,
R401,RT33068A,0.0,2.0,1,0.0,0.0,0.0,2.0,0,1,0.0,0.0,,
R401,RT33601/04,0.0,2.0,2,0.0,0.0,1.0,1.0,1,1,2.0,0.0,,
R401,RT33633A,4200.0,1.0,1,0.0,4200.0,0.0,1.0,0,1,0.0,0.0,,
R401,RT33634A,4800.0,1.0,1,0.0,4800.0,0.0,1.0,0,1,2.0,0.0,,
R401,RT33637A,539.36,8.0,1,0.0,539.36,0.0,8.0,0,1,0.0,0.0,,
R401,RT34027/3,3014.58,42.0,5,0.0,3014.58,0.0,42.0,0,5,0.0,1110.05,,
R401,RT34027/4,1868.04,43.0,5,0.0,1868.04,0.0,43.0,0,5,0.0,820.73,,
R401,RT34029A/1,145.94,32.0,4,0.0,145.94,0.0,32.0,0,4,15.0,45.82,,
R401,RT34029A/2,175.38,38.0,5,0.0,175.38,0.0,38.0,0,5,38.0,28.93,,
R401,RT34030B,2954.91,64.0,9,0.0,2954.91,0.0,64.0,0,9,130.0,1177.34,,
R401,RT35021A,481.6,8.0,1,0.0,481.6,0.0,8.0,0,1,4.0,481.6,,
R401,RT35021B,329.0,2.0,1,0.0,329.0,0.0,2.0,0,1,4.0,329.0,,
R401,RT35026A,644.48,4.0,1,0.0,644.48,0.0,4.0,0,1,0.0,644.48,,
R401,RT354016G,0.0,1.0,1,0.0,0.0,1.0,0.0,1,0,0.0,0.0,,
R401,RT35420B,70000.0,1.0,1,0.0,70000.0,0.0,1.0,0,1,4.0,0.0,,
R401,RT35422A,5114.63,3.0,3,0.0,5114.63,0.0,3.0,0,3,0.0,2046.73,,
R401,RT35429B,1100.5,2.0,1,0.0,1100.5,0.0,2.0,0,1,0.0,0.0,,
R401,RT35431B,1111.2,2.0,1,0.0,1111.2,0.0,2.0,0,1,0.0,0.0,,
R401,RT35432A,1264.0,4.0,1,0.0,1264.0,0.0,4.0,0,1,0.0,1265.08,,
R401,RT35433A/1,132.24,6.0,1,0.0,132.24,0.0,6.0,0,1,0.0,0.0,,
R401,RT35438,76.56,5.0,2,0.0,76.56,0.0,5.0,0,2,0.0,0.0,,
R401,RT35439,260.47,9.0,3,0.0,260.47,0.0,9.0,0,3,0.0,134.64,,
R401,RT35447,1528.0,8.0,1,0.0,1528.0,0.0,8.0,0,1,0.0,0.0,,
R401,RT35601C/04,0.0,1.0,1,0.0,0.0,1.0,0.0,1,0,0.0,0.0,,
R401,RT50114,0.0,10.0,1,0.0,0.0,0.0,10.0,0,1,11.0,0.0,,
R401,RT52020A/03,70361.51,1.0,1,0.0,70361.51,0.0,1.0,0,1,0.0,0.0,,
R401,RT52100B/02,58207.97,2.0,2,0.0,58207.97,0.0,2.0,0,2,0.0,0.0,,
R401,RT54000A/02,17558.93,3.0,2,0.0,17558.93,0.0,3.0,0,2,5.0,0.0,,
R401,RT62013/10,892.26,2.0,1,0.0,892.26,0.0,2.0,0,1,0.0,577.07,,
R401,RT64017A,0.0,1.0,1,0.0,0.0,0.0,1.0,0,1,0.0,0.0,,
R401,RT64019A,0.0,1.0,1,0.0,0.0,0.0,1.0,0,1,0.0,0.0,,
R401,RT64021C,325.84,16.0,2,0.0,325.84,0.0,16.0,0,2,0.0,117.93,,
R401,RT64021D,428.3,15.0,4,63.22,365.08,2.0,13.0,1,3,0.0,0.0,,
R401,RT64022A,588.47,24.0,5,0.0,588.47,0.0,24.0,0,5,0.0,152.96,,
R401,RT64023A,767.06,27.0,6,0.0,767.06,0.0,27.0,0,6,0.0,187.7,,
R401,RT64415B,2838.0,1.0,1,0.0,2838.0,0.0,1.0,0,1,0.0,0.0,,
R401,RT645-GG,12534526.65,113.0,17,555429.55,11979097.1,3.0,110.0,2,15,0.0,0.0,,
R401,RT645-PT,2920135.96,24.0,12,127992.5,2792143.46,2.0,22.0,2,10,1.0,0.0,,
R401,RT675-GG,4654885.37,14.0,8,891937.36,3762948.01,2.0,12.0,1,7,0.0,0.0,,
R401,RT675-GG-DLE,1295629.18,8.0,7,808908.18,486721.0,2.0,6.0,2,5,0.0,284438.81,,
R401,RT675-PT,576455.7,3.0,2,124255.7,452200.0,1.0,2.0,1,1,0.0,0.0,,
R401,RT71091A/1,190.12,4.0,1,0.0,190.12,0.0,4.0,0,1,24.0,0.0,,
R401,RT71091A/2,70.52,4.0,1,0.0,70.52,0.0,4.0,0,1,24.0,0.0,,
R401,RT71091A/3,94.26,2.0,1,0.0,94.26,0.0,2.0,0,1,30.0,0.0,,
R401,RT95132/100,4104.76,12.0,2,0.0,4104.76,0.0,12.0,0,2,14.0,0.0,,
R401,RU31621,0.0,0.0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,,
R401,RUSTON MOBILISATION FEE,30060.0,36.0,1,0.0,30060.0,0.0,36.0,0,1,0.0,0.0,,
R401,RUSTON OFFSHORE DAILY RATE,701395.2,668.0,1,0.0,701395.2,0.0,668.0,0,1,0.0,0.0,,
R401,RUSTON OFFSHORE HOURLY RATE,445.5,5.0,1,0.0,445.5,0.0,5.0,0,1,0.0,0.0,,
R401,RW54014,118.76,9.0,1,0.0,118.76,0.0,9.0,0,1,0.0,0.0,,
R401,RW54017,0.0,1.0,1,0.0,0.0,0.0,1.0,0,1,0.0,0.0,,
R401,SA502MK1,3798.8,1.0,1,0.0,3798.8,0.0,1.0,0,1,0.0,0.0,,
R401,SB474-M20,974.72,16.0,2,0.0,974.72,0.0,16.0,0,2,0.0,0.0,,
R401,SB474-M25,1249.44,18.0,2,0.0,1249.44,0.0,18.0,0,2,0.0,0.0,,
R401,SP003752,634.5,2.0,1,0.0,634.5,0.0,2.0,0,1,0.0,267.34,,
R401,SP007251,1349.4,12.0,1,0.0,1349.4,0.0,12.0,0,1,0.0,0.0,,
R401,SP008056,262.0,14.0,3,0.0,262.0,0.0,14.0,0,3,0.0,0.0,,
R401,SP010585,358.24,26.0,2,0.0,358.24,0.0,26.0,0,2,0.0,66.47,,
R401,SP012596,99.28,7.0,2,0.0,99.28,0.0,7.0,0,2,0.0,0.0,,
R401,SP013700,4036.78,4.0,1,0.0,4036.78,0.0,4.0,0,1,0.0,0.0,,
R401,SP014887,1476.12,2.0,1,0.0,1476.12,0.0,2.0,0,1,0.0,0.0,,
R401,SP014888,1420.75,2.0,1,0.0,1420.75,0.0,2.0,0,1,0.0,0.0,,
R401,SP017810,279.61,2.0,1,0.0,279.61,0.0,2.0,0,1,0.0,0.0,,
R401,SP022497,0.0,1.0,1,0.0,0.0,0.0,1.0,0,1,0.0,0.0,,
R401,SP024442,422.76,6.0,1,0.0,422.76,0.0,6.0,0,1,0.0,438.14,,
R401,SP032622,337379.31,81.0,1,0.0,337379.31,0.0,81.0,0,1,0.0,4027.35,,
R401,SP033685,36.48,8.0,1,0.0,36.48,0.0,8.0,0,1,0.0,0.0,,
R401,SP035292,695.6,20.0,1,0.0,695.6,0.0,20.0,0,1,0.0,600.33,,
R401,SP036027,649.44,8.0,1,0.0,649.44,0.0,8.0,0,1,0.0,684.61,,
R401,SP036028,0.0,1.0,1,0.0,0.0,0.0,1.0,0,1,0.0,0.0,,
R401,SP036216,7145.56,21.0,1,0.0,7145.56,0.0,21.0,0,1,0.0,0.0,,
R401,SP039778,0.0,4.0,1,0.0,0.0,0.0,4.0,0,1,2.0,0.0,,
R401,SP040363,366.52,5.0,1,0.0,366.52,0.0,5.0,0,1,0.0,0.0,,
R401,SP040571,0.0,0.0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,,
R401,SP042921,5223.21,3.0,1,0.0,5223.21,0.0,3.0,0,1,0.0,0.0,,
R401,SP102123,51.6,10.0,1,0.0,51.6,0.0,10.0,0,1,0.0,0.0,,
R401,SP103357,2782.15,17.0,3,0.0,2782.15,0.0,17.0,0,3,1.0,273.83,,
R401,SP104970,370.1,5.0,1,0.0,370.1,0.0,5.0,0,1,0.0,378.31,,
R401,SP105363,39.93,1.0,1,39.93,0.0,1.0,0.0,1,0,1.0,0.0,,
R401,SP106168,0.0,1.0,1,0.0,0.0,0.0,1.0,0,1,0.0,0.0,,
R401,SP111263,780.46,2.0,1,0.0,780.46,0.0,2.0,0,1,0.0,0.0,,
R401,SP114714,27301.06,45.0,1,0.0,27301.06,0.0,45.0,0,1,0.0,7866.96,,
R401,SP115941,934.6,20.0,1,0.0,934.6,0.0,20.0,0,1,1.0,0.0,,
R401,SP116301,1660.47,18.0,1,0.0,1660.47,0.0,18.0,0,1,0.0,0.0,,
R401,SPIRIT COMPRESSOR LEAD TECH DAILY,994128.51,677.0,1,0.0,994128.51,0.0,677.0,0,1,0.0,0.0,,
R401,SPIRIT COMPRESSOR LEAD TECH HOURLY,994858.18,7181.0,1,0.0,994858.18,0.0,7181.0,0,1,0.0,0.0,,
R401,SPIRIT CONTRACT MANAGEMENT,757072.69,34.0,1,0.0,757072.69,0.0,34.0,0,1,0.0,0.0,,
R401,SPIRIT CONTRACT MANAGER,432175.37,35.0,1,0.0,432175.37,0.0,35.0,0,1,0.0,0.0,,
R401,SPIRIT CONTROL SYSTEM TECH DAILY,712441.26,601.0,1,0.0,712441.26,0.0,601.0,0,1,0.0,0.0,,
R401,SPIRIT CONTROL SYSTEM TECH HOURLY,784747.38,6884.25,1,0.0,784747.38,0.0,6884.25,0,1,0.0,0.0,,
R401,SPIRIT DAILY ALLOWANCE,142707.76,3816.0,1,0.0,142707.76,0.0,3816.0,0,1,0.0,0.0,,
R401,SPIRIT DAY SHIFT DAILY RATE,1236851.84,1080.0,1,0.0,1236851.84,0.0,1080.0,0,1,0.0,0.0,,
R401,SPIRIT DAY SHIFT HOURLY RATE,135586.96,1424.75,1,0.0,135586.96,0.0,1424.75,0,1,0.0,0.0,,
R401,SPIRIT EXPENSES,325213.96,424.0,1,0.0,325213.96,0.0,424.0,0,1,0.0,0.0,,
R401,SPIRIT GAS TURBINE LEAD TECH DAILY,585560.54,493.0,1,0.0,585560.54,0.0,493.0,0,1,0.0,0.0,,
R401,SPIRIT GAS TURBINE LEAD TECH HOURLY,741406.19,6697.0,1,0.0,741406.19,0.0,6697.0,0,1,0.0,0.0,,
R401,SPIRIT MOBILISATION,110161.71,258.0,1,0.0,110161.71,0.0,258.0,0,1,0.0,0.0,,
R401,SPIRIT NIGHT SHIFT DAILY RATE,999852.0,799.0,1,0.0,999852.0,0.0,799.0,0,1,0.0,0.0,,
R401,SPIRIT NIGHT SHIFT HOURLY RATE,77738.1,745.9,1,0.0,77738.1,0.0,745.9,0,1,0.0,0.0,,
R401,SPIRIT OFFSHORE DAILY RATE,1155125.24,919.0,1,0.0,1155125.24,0.0,919.0,0,1,0.0,0.0,,
R401,SPIRIT OFFSHORE HOURLY RATE,185357.51,1782.5,1,0.0,185357.51,0.0,1782.5,0,1,0.0,0.0,,
R401,SPIRIT ONSHORE DAILY RATE,1240541.56,995.0,1,0.0,1240541.56,0.0,995.0,0,1,0.0,0.0,,
R401,SPIRIT ONSHORE HOURLY RATE,128927.67,1241.5,1,0.0,128927.67,0.0,1241.5,0,1,0.0,0.0,,
R401,SPIRIT OUT OF HOURS CALL OFF,50250.2,916.0,1,0.0,50250.2,0.0,916.0,0,1,0.0,0.0,,
R401,SPIRIT PROJECT ENGINEER,372324.09,33.0,1,0.0,372324.09,0.0,33.0,0,1,0.0,0.0,,
R401,SPIRIT PROJECT PLANNING,238044.48,33.0,1,0.0,238044.48,0.0,33.0,0,1,0.0,0.0,,
R401,SPIRIT PROJECT SUPERVISOR,348604.26,36.0,1,0.0,348604.26,0.0,36.0,0,1,0.0,0.0,,
R401,SPIRIT ROTATING EQUIPMENT ENGINEER,519444.5,43.0,1,0.0,519444.5,0.0,43.0,0,1,0.0,0.0,,
R401,SPIRIT SENIOR ROTATING EQUIPMENT ENGINEER,545898.27,41.0,1,0.0,545898.27,0.0,41.0,0,1,0.0,0.0,,
R401,SPIRIT SPARES AND REPAIRS,517148.89,96.0,1,0.0,517148.89,0.0,96.0,0,1,0.0,0.0,,
R401,SPIRIT SUPPORT ENGINEER RB211,444598.86,36.0,1,0.0,444598.86,0.0,36.0,0,1,0.0,0.0,,
R401,SPIRIT SUPPORT ENGINEER TB5000,290475.48,260.0,1,0.0,290475.48,0.0,260.0,0,1,0.0,0.0,,
R401,SPIRIT TECHNICAL AUTHOR,215633.19,45.0,1,0.0,215633.19,0.0,45.0,0,1,0.0,0.0,,
R401,SS-1210-1-12,65.48,2.0,1,0.0,65.48,0.0,2.0,0,1,0.0,0.0,,
R401,SS-1210-1-8,162.77,5.0,2,0.0,162.77,0.0,5.0,0,2,0.0,0.0,,
R401,SS-1210-1-8RS,1784.43,36.0,1,0.0,1784.43,0.0,36.0,0,1,0.0,0.0,,
R401,SS-1610-3,964.65,5.0,1,0.0,964.65,0.0,5.0,0,1,0.0,0.0,,
R401,SS-400-1-4RS,26.9,2.0,1,0.0,26.9,0.0,2.0,0,1,0.0,0.0,,
R401,SS-600-1-12,0.0,1.0,1,0.0,0.0,0.0,1.0,0,1,0.0,0.0,,
R401,SS-600-1-4,89.44,4.0,1,0.0,89.44,0.0,4.0,0,1,36.0,0.0,,
R401,SS-600-1-4RS,36.9,2.0,1,0.0,36.9,0.0,2.0,0,1,0.0,0.0,,
R401,SS-600-1-6RS,117.9,6.0,1,0.0,117.9,0.0,6.0,0,1,0.0,0.0,,
R401,SS-600-1-8,305.93,16.0,1,0.0,305.93,0.0,16.0,0,1,0.0,0.0,,
R401,SS-600-3,31.05,1.0,1,0.0,31.05,0.0,1.0,0,1,8.0,0.0,,
R401,SS-600-6,299.68,12.0,2,0.0,299.68,0.0,12.0,0,2,0.0,0.0,,
R401,SS-600-9,205.11,7.0,3,0.0,205.11,0.0,7.0,0,3,6.0,0.0,,
R401,SS-810-6-6,120.64,4.0,1,0.0,120.64,0.0,4.0,0,1,0.0,0.0,,
R401,SS-T6-S-065-6ME,204.24,6.0,1,0.0,204.24,0.0,6.0,0,1,0.0,0.0,,
R401,T69/14018,73.92,1.0,1,0.0,73.92,0.0,1.0,0,1,8.0,0.0,,
R401,T69/81083,4713.0,3.0,1,0.0,4713.0,0.0,3.0,0,1,5.0,0.0,,
R401,T82/81465,2293.94,1.0,1,0.0,2293.94,0.0,1.0,0,1,0.0,0.0,,
R401,T87/62018,231.3,6.0,1,0.0,231.3,0.0,6.0,0,1,0.0,0.0,,
R401,T89/62041,754.3,11.0,1,0.0,754.3,0.0,11.0,0,1,41.0,0.0,,
R401,T90/62000,241.2,9.0,1,0.0,241.2,0.0,9.0,0,1,22.0,0.0,,
R401,T93/81012,7465.76,2.0,1,0.0,7465.76,0.0,2.0,0,1,0.0,8203.44,,
R401,T93/81015,14155.88,2.0,1,0.0,14155.88,0.0,2.0,0,1,0.0,15554.59,,
R401,T97/62044,547.36,10.0,2,0.0,547.36,0.0,10.0,0,2,2.0,0.0,,
R401,T97/62054,538.34,10.0,1,0.0,538.34,0.0,10.0,0,1,2.0,0.0,,
R401,T97/62055,336.28,18.0,1,0.0,336.28,0.0,18.0,0,1,8.0,0.0,,
R401,TA03015A,112.77,1.0,1,0.0,112.77,0.0,1.0,0,1,0.0,0.0,,
R401,TA04431,2689.02,2.0,1,0.0,2689.02,0.0,2.0,0,1,0.0,0.0,,
R401,TA05019A,131.72,2.0,1,0.0,131.72,0.0,2.0,0,1,0.0,0.0,,
R401,TA05109,3036.0,2.0,1,0.0,3036.0,0.0,2.0,0,1,0.0,0.0,,
R401,TA05201A,661.53,51.0,5,0.0,661.53,0.0,51.0,0,5,0.0,114.78,,
R401,TA05202A,13152.15,27.0,4,0.0,13152.15,0.0,27.0,0,4,0.0,529.61,,
R401,TA07015C,480.28,4.0,1,0.0,480.28,0.0,4.0,0,1,0.0,0.0,,
R401,TA08098A/2,5780.4,59.0,2,0.0,5780.4,0.0,59.0,0,2,0.0,821.94,,
R401,TA08192B,3852.05,24.0,2,0.0,3852.05,0.0,24.0,0,2,0.0,535.46,,
R401,TA10045A,7.64,2.0,1,0.0,7.64,0.0,2.0,0,1,0.0,0.0,,
R401,TA12013B,872.88,4.0,1,0.0,872.88,0.0,4.0,0,1,0.0,0.0,,
R401,TA21252,10.54,2.0,1,0.0,10.54,0.0,2.0,0,1,0.0,0.0,,
R401,TA21258B,161.84,2.0,1,0.0,161.84,0.0,2.0,0,1,0.0,0.0,,
R401,TA23114,49.44,8.0,1,0.0,49.44,0.0,8.0,0,1,82.0,0.0,,
R401,TA23119,19067.06,64.0,5,0.0,19067.06,0.0,64.0,0,5,4.0,0.0,,
R401,TA31014,41.95,1.0,1,0.0,41.95,0.0,1.0,0,1,0.0,0.0,,
R401,TA32615,1357.23,3.0,1,0.0,1357.23,0.0,3.0,0,1,0.0,0.0,,
R401,TA35016A,1961.44,4.0,1,0.0,1961.44,0.0,4.0,0,1,0.0,0.0,,
R401,TA51011,1465.61,1.0,1,0.0,1465.61,0.0,1.0,0,1,0.0,0.0,,
R401,TA51119A,23.35,5.0,1,0.0,23.35,0.0,5.0,0,1,0.0,0.0,,
R401,TA51125A,83.16,2.0,1,0.0,83.16,0.0,2.0,0,1,0.0,0.0,,
R401,TA51126A,7.26,2.0,1,0.0,7.26,0.0,2.0,0,1,0.0,0.0,,
R401,TA52010E,10071.28,3.0,2,0.0,10071.28,0.0,3.0,0,2,0.0,0.0,,
R401,TA52054C,12.94,2.0,1,0.0,12.94,0.0,2.0,0,1,0.0,0.0,,
R401,TA52098B,504.74,1.0,1,0.0,504.74,0.0,1.0,0,1,0.0,0.0,,
R401,TA54085A,74697.57,598.0,13,43090.2,31607.37,357.0,241.0,1,12,133.0,1609.92,,
R401,TA54087A,2884.98,6.0,1,0.0,2884.98,0.0,6.0,0,1,0.0,0.0,,
R401,TA54088/1,324.26,158.0,4,208.72,115.54,100.0,58.0,1,3,9.0,0.0,,
R401,TA54088/2,532.52,144.0,3,170.0,362.52,100.0,44.0,1,2,8.0,0.0,,
R401,TA54088/3,366.7,158.0,4,211.0,155.7,100.0,58.0,1,3,24.0,0.0,,
R401,TA54090E/04,42913.0,4.0,2,28780.9,14132.1,2.0,2.0,1,1,1.0,32662.33,,
R401,TA54090H/09,30877.4,4.0,1,0.0,30877.4,0.0,4.0,0,1,6.0,0.0,,
R401,TA54174,356.54,2.0,1,0.0,356.54,0.0,2.0,0,1,0.0,0.0,,
R401,TA54175A,5.74,2.0,1,0.0,5.74,0.0,2.0,0,1,0.0,0.0,,
R401,TA54630E/02,50937.8,4.0,1,50937.8,0.0,4.0,0.0,1,0,0.0,57807.35,,
R401,TA54630Z/02,8555.32,2.0,1,0.0,8555.32,0.0,2.0,0,1,0.0,0.0,,
R401,TA54635B,12462.74,2.0,1,0.0,12462.74,0.0,2.0,0,1,0.0,0.0,,
R401,TA54638A,206.3,24.0,4,0.0,206.3,0.0,24.0,0,4,0.0,85.27,,
R401,TA54652B,269.37,17.0,2,0.0,269.37,0.0,17.0,0,2,5.0,0.0,,
R401,TA64137,12.76,2.0,1,0.0,12.76,0.0,2.0,0,1,0.0,0.0,,
R401,TA82094A,132.0,2.0,1,0.0,132.0,0.0,2.0,0,1,0.0,0.0,,
R401,TA82116,157.87,1.0,1,0.0,157.87,0.0,1.0,0,1,0.0,0.0,,
R401,TARTAN FEE,86483.88,13.0,1,0.0,86483.88,0.0,13.0,0,1,0.0,0.0,,
R401,TB04031,3645.04,2.0,1,0.0,3645.04,0.0,2.0,0,1,0.0,3571.55,,
R401,TB04037,439.63,1.0,1,0.0,439.63,0.0,1.0,0,1,0.0,439.63,,
R401,TB04226,9858.8,2.0,1,0.0,9858.8,0.0,2.0,0,1,0.0,9809.13,,
R401,TB04226F,2366.63,1.0,1,0.0,2366.63,0.0,1.0,0,1,0.0,0.0,,
R401,TB05026A,273.91,26.0,4,0.0,273.91,0.0,26.0,0,4,22.0,132.88,,
R401,TB05216Z/06,192902.43,6.0,1,0.0,192902.43,0.0,6.0,0,1,0.0,0.0,,
R401,TB05222C,13461.29,2.0,2,0.0,13461.29,0.0,2.0,0,2,0.0,13363.05,,
R401,TB05228B,68.94,3.0,1,0.0,68.94,0.0,3.0,0,1,0.0,0.0,,
R401,TB05234D,4169.77,1.0,1,0.0,4169.77,0.0,1.0,0,1,0.0,4169.77,,
R401,TB05235C,1601.53,1.0,1,0.0,1601.53,0.0,1.0,0,1,1.0,1601.53,,
R401,TB05245A,7270.66,2.0,1,0.0,7270.66,0.0,2.0,0,1,0.0,3550.79,,
R401,TB05246E,3943.44,1.0,1,0.0,3943.44,0.0,1.0,0,1,0.0,3943.44,,
R401,TB05247C,3106.41,1.0,1,0.0,3106.41,0.0,1.0,0,1,0.0,3106.41,,
R401,TB05272F,12358.81,2.0,2,0.0,12358.81,0.0,2.0,0,2,0.0,6047.81,,
R401,TB05611G,2611.78,1.0,1,0.0,2611.78,0.0,1.0,0,1,0.0,0.0,,
R401,TB06017G,4244.78,1.0,1,0.0,4244.78,0.0,1.0,0,1,0.0,0.0,,
R401,TB06025,566.71,2.0,1,0.0,566.71,0.0,2.0,0,1,4.0,287.14,,
R401,TB06028D,3217.9,1.0,1,0.0,3217.9,0.0,1.0,0,1,0.0,0.0,,
R401,TB06039C,3804.02,1.0,1,0.0,3804.02,0.0,1.0,0,1,0.0,0.0,,
R401,TB06045,440.0,1.0,1,0.0,440.0,0.0,1.0,0,1,1.0,0.0,,
R401,TB06047,1625.65,1.0,1,0.0,1625.65,0.0,1.0,0,1,0.0,0.0,,
R401,TB06048,926.76,2.0,1,0.0,926.76,0.0,2.0,0,1,0.0,0.0,,
R401,TB06049,460.86,1.0,1,0.0,460.86,0.0,1.0,0,1,0.0,0.0,,
R401,TB06056,795.84,1.0,1,0.0,795.84,0.0,1.0,0,1,0.0,0.0,,
R401,TB06077Z,2828.99,2.0,1,0.0,2828.99,0.0,2.0,0,1,0.0,1414.49,,
R401,TB07042A,124.14,12.0,2,0.0,124.14,0.0,12.0,0,2,21.0,64.89,,
R401,TB07113C,1529.9,4.0,2,1204.2,325.7,3.0,1.0,1,1,14.0,1103.94,,
R401,TB07132A,356.25,3.0,1,0.0,356.25,0.0,3.0,0,1,0.0,0.0,,
R401,TB07157B,5443.46,11.0,3,1931.75,3511.71,3.0,8.0,1,2,0.0,2727.2,,
R401,TB07501/02,11715.96,1.0,1,0.0,11715.96,0.0,1.0,0,1,0.0,0.0,,
